,International number ID,Tropical cyclone number ID,Flag of the last data line,Difference between the time of the last data and the time of the final analysis,Name,Latest Revision
1699,1527,28.0,Dissipation,6,               MELOR,2016-01-20
1700,1601,3.0,Dissipation,6,            NEPARTAK,2016-08-22
1701,1602,5.0,Dissipation,6,               LUPIT,2016-08-23
1702,1603,6.0,Dissipation,6,             MIRINAE,2016-09-02
1703,1604,7.0,Dissipation,6,                NIDA,2016-09-02
1704,1605,8.0,Going out,0,               OMAIS,2016-09-15
1705,1606,10.0,Dissipation,6,              CONSON,2016-09-15
1706,1607,12.0,Going out,0,             CHANTHU,2016-09-21
1707,1608,14.0,Dissipation,6,              DIANMU,2016-09-21
1708,1609,16.0,Dissipation,6,            MINDULLE,2016-09-27
1709,1610,15.0,Dissipation,6,            LIONROCK,2016-09-27
1710,1611,17.0,Dissipation,6,             KOMPASU,2016-09-27
1711,1612,19.0,Dissipation,6,            NAMTHEUN,2016-10-05
1712,1613,20.0,Dissipation,6,               MALOU,2016-10-13
1713,1614,21.0,Dissipation,6,             MERANTI,2016-10-21
1714,1615,22.0,Dissipation,6,                 RAI,2016-10-24
1715,1616,23.0,Dissipation,6,             MALAKAS,2016-10-24
1716,1617,24.0,Dissipation,6,                MEGI,2016-10-31
1717,1618,25.0,Going out,0,               CHABA,2016-11-01
1718,1619,27.0,Dissipation,6,                AERE,2016-11-22
1719,1620,26.0,Going out,0,              SONGDA,2016-11-22
1720,1621,28.0,Dissipation,6,              SARIKA,2016-11-22
1721,1622,30.0,Dissipation,6,               HAIMA,2016-11-22
1722,1623,31.0,Dissipation,6,               MEARI,2016-12-27
1723,1624,34.0,Dissipation,6,               MA-ON,2016-12-27
1724,1625,35.0,Dissipation,6,              TOKAGE,2016-12-27
1725,1626,37.0,Dissipation,6,            NOCK-TEN,2017-01-24
1726,1701,4.0,Dissipation,6,               MUIFA,2017-06-09
1727,1702,5.0,Dissipation,6,              MERBOK,2017-07-19
1728,1703,6.0,Going out,0,            NANMADOL,2017-08-28
1729,1704,9.0,Dissipation,6,               TALAS,2017-08-29
1730,1705,10.0,Dissipation,6,                NORU,2021-03-29
1731,1706,11.0,Dissipation,6,               KULAP,2017-09-04
1732,1707,13.0,Dissipation,6,                ROKE,2017-09-04
1733,1708,12.0,Dissipation,6,               SONCA,2017-09-05
1734,1709,14.0,Dissipation,6,               NESAT,2017-09-19
1735,1710,16.0,Dissipation,6,             HAITANG,2017-09-26
1736,1711,17.0,Dissipation,6,              NALGAE,2017-09-28
1737,1712,18.0,Going out,0,              BANYAN,2017-09-28
1738,1713,19.0,Going out,0,                HATO,2017-10-10
1739,1714,20.0,Dissipation,6,              PAKHAR,2017-10-11
1740,1715,21.0,Going out,0,               SANVU,2017-10-11
1741,1716,23.0,Dissipation,6,               MAWAR,2017-10-11
1742,1717,24.0,Dissipation,6,              GUCHOL,2017-11-07
1743,1718,25.0,Dissipation,6,               TALIM,2017-11-07
1744,1719,26.0,Dissipation,6,             DOKSURI,2017-11-07
1745,1720,29.0,Dissipation,6,              KHANUN,2017-12-07
1746,1721,30.0,Dissipation,6,                 LAN,2018-03-30
1747,1722,31.0,Dissipation,6,               SAOLA,2017-12-08
1748,1723,32.0,Dissipation,6,              DAMREY,2017-12-12
1749,1724,34.0,Dissipation,6,              HAIKUI,2017-12-12
1750,1725,35.0,Dissipation,6,              KIROGI,2017-12-22
1751,1726,36.0,Dissipation,6,             KAI-TAK,2018-01-26
1752,1727,37.0,Dissipation,6,              TEMBIN,2018-01-26
1753,1801,1.0,Dissipation,6,             BOLAVEN,2018-02-21
1754,1802,2.0,Dissipation,6,               SANBA,2018-03-22
1755,1803,3.0,Dissipation,6,             JELAWAT,2018-04-25
1756,1804,5.0,Dissipation,6,             EWINIAR,2018-07-18
1757,1805,6.0,Dissipation,6,             MALIKSI,2018-07-18
1758,1806,7.0,Dissipation,6,               GAEMI,2018-08-13
1759,1807,9.0,Dissipation,6,           PRAPIROON,2018-08-27
1760,1808,10.0,Dissipation,6,               MARIA,2018-08-29
1761,1809,11.0,Dissipation,6,            SON-TINH,2018-08-30
1762,1810,12.0,Dissipation,6,               AMPIL,2018-09-04
1763,1811,15.0,Dissipation,6,              WUKONG,2018-09-04
1764,1812,16.0,Dissipation,6,            JONGDARI,2018-09-10
1765,1813,18.0,Dissipation,6,            SHANSHAN,2018-09-11
1766,1814,19.0,Dissipation,6,                YAGI,2018-10-03
1767,1815,20.0,Dissipation,6,               LEEPI,2018-10-04
1768,1816,21.0,Dissipation,6,             BEBINCA,2018-10-05
1769,1817,22.0,Dissipation,6,              HECTOR,2018-10-05
1770,1818,23.0,Dissipation,6,              RUMBIA,2018-10-05
1771,1819,24.0,Going out,0,              SOULIK,2018-10-05
1772,1820,25.0,Dissipation,6,             CIMARON,2018-10-05
1773,1821,27.0,Going out,0,                JEBI,2018-10-19
1774,1822,29.0,Dissipation,6,            MANGKHUT,2018-10-26
1775,1823,30.0,Dissipation,6,             BARIJAT,2018-11-02
1776,1824,31.0,Going out,0,               TRAMI,2018-12-03
1777,1825,33.0,Dissipation,6,            KONG-REY,2018-12-04
1778,1826,34.0,Dissipation,6,                YUTU,2018-12-04
1779,1827,35.0,Dissipation,6,              TORAJI,2018-12-17
1780,1828,37.0,Going out,0,              MAN-YI,2019-01-11
1781,1829,36.0,Dissipation,6,               USAGI,2019-01-11
1782,1901,39.0,Going out,0,               PABUK,2019-02-15
1783,1902,2.0,Dissipation,6,               WUTIP,2019-04-03
1784,1903,3.0,Going out,0,               SEPAT,2019-08-05
1785,1904,5.0,Dissipation,6,                 MUN,2019-08-22
1786,1905,6.0,Dissipation,6,               DANAS,2019-08-23
1787,1906,8.0,Dissipation,6,                NARI,2019-09-04
1788,1907,9.0,Dissipation,6,               WIPHA,2019-09-26
1789,1908,10.0,Dissipation,6,           FRANCISCO,2019-10-02
1790,1909,11.0,Dissipation,6,              LEKIMA,2019-10-03
1791,1910,12.0,Dissipation,6,               KROSA,2021-03-29
1792,1911,14.0,Dissipation,6,               BAILU,2019-10-04
1793,1912,15.0,Dissipation,6,               PODUL,2019-10-04
1794,1913,17.0,Going out,0,            LINGLING,2019-10-18
1795,1914,16.0,Dissipation,6,              KAJIKI,2019-11-14
1796,1915,19.0,Dissipation,6,               FAXAI,2019-11-14
1797,1916,22.0,Dissipation,6,              PEIPAH,2019-11-14
1798,1917,23.0,Dissipation,6,               TAPAH,2019-11-22
1799,1918,24.0,Dissipation,6,               MITAG,2019-11-28
1800,1919,25.0,Going out,0,             HAGIBIS,2019-11-29
1801,1920,26.0,Dissipation,6,             NEOGURI,2019-12-18
1802,1921,27.0,Dissipation,6,              BUALOI,2019-12-18
1803,1922,28.0,Dissipation,6,               MATMO,2019-12-24
1804,1923,29.0,Dissipation,6,              HALONG,2019-12-24
1805,1924,30.0,Dissipation,6,               NAKRI,2020-01-09
1806,1925,31.0,Dissipation,6,            FENGSHEN,2020-01-09
1807,1926,32.0,Dissipation,6,            KALMAEGI,2020-01-14
1808,1927,33.0,Dissipation,6,           FUNG-WONG,2020-01-16
1809,1928,34.0,Dissipation,6,             KAMMURI,2020-01-22
1810,1929,37.0,Dissipation,6,            PHANFONE,2020-01-26
1811,2001,1.0,Dissipation,6,            VONGFONG,2020-08-18
1812,2002,2.0,Dissipation,6,                NURI,2020-08-26
1813,2003,3.0,Dissipation,6,             SINLAKU,2020-10-20
1814,2004,4.0,Going out,0,             HAGUPIT,2020-11-27
1815,2005,5.0,Dissipation,6,              JANGMI,2020-11-27
1816,2006,6.0,Dissipation,6,            MEKKHALA,2020-12-02
1817,2007,8.0,Dissipation,6,               HIGOS,2020-12-02
1818,2008,9.0,Dissipation,6,                BAVI,2020-12-03
1819,2009,10.0,Dissipation,6,              MAYSAK,2020-12-14
1820,2010,11.0,Dissipation,6,             HAISHEN,2020-12-19
1821,2011,13.0,Dissipation,6,                NOUL,2020-12-22
1822,2012,14.0,Dissipation,6,             DOLPHIN,2020-12-23
1823,2013,15.0,Going out,0,              KUJIRA,2020-12-24
1824,2014,16.0,Dissipation,6,            CHAN-HOM,2021-01-14
1825,2015,17.0,Dissipation,6,               LINFA,2021-01-14
1826,2016,18.0,Dissipation,6,              NANGKA,2021-01-15
1827,2017,19.0,Dissipation,6,              SAUDEL,2021-01-15
1828,2018,21.0,Dissipation,6,              MOLAVE,2021-01-18
1829,2019,22.0,Dissipation,6,                GONI,2021-02-04
1830,2020,23.0,Dissipation,6,              ATSANI,2021-02-04
1831,2021,24.0,Dissipation,6,                ETAU,2021-02-04
1832,2022,25.0,Dissipation,6,               VAMCO,2021-02-06
1833,2023,26.0,Going out,0,             KROVANH,2021-02-07
1834,2101,1.0,Dissipation,6,              DUJUAN,2021-05-20
1835,2102,2.0,Going out,0,             SURIGAE,2021-07-15
1836,2103,4.0,Dissipation,6,            CHOI-WAN,2021-08-26
1837,2104,5.0,Dissipation,6,              KOGUMA,2021-08-26
1838,2105,6.0,Dissipation,6,              CHAMPI,2021-09-09
1839,2106,9.0,Dissipation,6,               IN-FA,2021-10-28
1840,2107,10.0,Dissipation,6,             CEMPAKA,2021-11-01
1841,2108,11.0,Dissipation,6,            NEPARTAK,2021-11-02
1842,2109,14.0,Dissipation,6,               LUPIT,2021-11-04
1843,2110,16.0,Dissipation,6,             MIRINAE,2021-11-10
1844,2111,15.0,Dissipation,6,                NIDA,2021-11-10
1845,2112,18.0,Dissipation,6,               OMAIS,2021-12-01
1846,2113,20.0,Dissipation,6,              CONSON,2021-12-14
1847,2114,21.0,Dissipation,6,             CHANTHU,2021-12-18
1848,2115,22.0,Going out,0,              DIANMU,2021-12-20
1849,2116,23.0,Going out,0,            MINDULLE,2021-12-25
1850,2117,24.0,Dissipation,6,            LIONROCK,2022-01-06
1851,2118,25.0,Dissipation,6,             KOMPASU,2022-01-06
1852,2119,26.0,Going out,0,            NAMTHEUN,2022-01-07
1853,2120,27.0,Going out,0,               MALOU,2022-01-19
1854,2121,28.0,Dissipation,6,              NYATOH,2022-02-04
1855,2122,29.0,Dissipation,6,                 RAI,2022-02-04
1856,2201,1.0,Going out,0,             MALAKAS,2022-07-15
1857,2202,2.0,Dissipation,6,                MEGI,2022-07-16
1858,2203,3.0,Dissipation,6,               CHABA,2022-10-05
1859,2204,4.0,Dissipation,6,                AERE,2022-10-06
1860,2205,6.0,Dissipation,6,              SONGDA,2022-10-07
1861,2206,7.0,Dissipation,6,              TRASES,2022-11-01
1862,2207,8.0,Dissipation,6,               MULAN,2022-11-01
1863,2208,9.0,Going out,0,               MEARI,2022-11-16
1864,2209,10.0,Dissipation,6,               MA-ON,2022-11-16
1865,2210,11.0,Going out,0,              TOKAGE,2022-11-20
1866,2211,13.0,Going out,0,           HINNAMNOR,2022-11-24
1867,2212,16.0,Dissipation,6,               MUIFA,2022-11-24
1868,2213,17.0,Going out,0,              MERBOK,2022-11-25
1869,2214,18.0,Dissipation,6,            NANMADOL,2022-12-19
1870,2215,19.0,Dissipation,6,               TALAS,2022-12-23
1871,2216,20.0,Dissipation,6,                NORU,2022-12-26
1872,2217,21.0,Going out,0,               KULAP,2023-01-04
1873,2218,22.0,Dissipation,6,                ROKE,2023-01-04
1874,2219,23.0,Dissipation,6,               SONCA,2023-01-04
1875,2220,25.0,Dissipation,6,               NESAT,2023-01-04
1876,2221,26.0,Going out,0,             HAITANG,2023-01-12
1877,2222,28.0,Dissipation,6,              NALGAE,2023-01-12
1878,2223,29.0,Dissipation,6,              BANYAN,2023-01-17
1879,2224,30.0,Dissipation,6,            YAMANEKO,2023-01-19
1880,2225,31.0,Dissipation,6,              PAKHAR,2023-01-23
